"Account Number","Account Type","Side","Symbol","CUSIP","Currency Code","Security Type","Buy/Sell","Trade Date","Settlement Date","Process Date","Price","Qty","Trade Number","Principal Amount","NET Amount","Commission Amount","Execution Time","Raw Exec. Time","Market Code","Trailer","FeeSEC","FeeMF","Fee1","Fee2","Fee3","FeeStamp","FeeTAF","Fee4","Sequence Number","Side Seq Code","Capacity Code","Office Code","Rep Code","Special Code","Instructions Trade Legend Code","Factor Type2","Trade Interest","Original TradeNumber","Entry Time","Entered By","YieldToMature","YieldToCall","Mutual Fund Sales Charge Rate","Mutual Fund Load Indicator","Transtype"
"TEST1234    ","2","S  ","DSY         ","G1263B132   ","USD","equity    ","Long Sell                                         ","06/10/2026","06/11/2026","06/10/2026","15.7700","-100","NdvrG","-1577.0000","-1576.7400",".3500","10:42     ","06/10/2026 10:42:00","N","71192884",".0400000000",".0000000000",".0000000000",".0000000000","-.1500000000",".0000000000",".0200000000",".0000000000","58414796","99","1","LF ","21 ","H "," ","       ",".0000000000","NdvrG","17133479","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","WCT         ","G9545M123   ","USD","equity    ","Long Sell                                         ","06/10/2026","06/11/2026","06/10/2026","3.3320","-100","Ndvhl","-333.2000","-332.5200",".3500","10:48     ","06/10/2026 10:48:00","N","71193879",".0100000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","58406821","99","1","LF ","21 ","H "," ","       ",".0000000000","Ndvhl","17132682","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","WCT         ","G9545M123   ","USD","equity    ","Long Buy                                          ","06/10/2026","06/11/2026","06/10/2026","3.5100","100","Ndvpx","351.0000","351.6500",".3500","10:48     ","06/10/2026 10:48:00","N","71193866",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","58415001","99","1","LF ","21 ","H "," ","       ",".0000000000","Ndvpx","17133500","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","9.8500","100","NdzVJ","985.0000","985.6500",".3500","07:31     ","06/11/2026 07:31:00","N","71218159",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57960488","99","1","LF ","21 ","H "," ","       ",".0000000000","NdzVJ","17060048","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","9.9900","-100","Ndzdw","-999.0000","-998.7500",".3500","07:31     ","06/11/2026 07:31:00","N","71218233",".0300000000",".0000000000",".0000000000",".0000000000","-.1500000000",".0000000000",".0200000000",".0000000000","57960557","99","1","LF ","21 ","H "," ","       ",".0000000000","Ndzdw","17060055","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","12.0300","100","Ne0DB","1203.0000","1203.2000",".3500","07:40     ","06/11/2026 07:40:00","N","71219448",".0000000000",".0000000000",".0000000000",".0000000000","-.1500000000",".0000000000",".0000000000",".0000000000","57960417","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0DB","17060041","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","12.1803","-100","Ne0Sj","-1218.0300","-1217.3300",".3500","07:40     ","06/11/2026 07:40:00","N","71219488",".0300000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57961029","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Sj","17060102","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","11.3803","-100","Ne0Sl","-1138.0300","-1137.3300",".3500","07:48     ","06/11/2026 07:48:00","N","71220366",".0300000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57961097","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Sl","17060109","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","11.2797","100","Ne0ME","1127.9700","1128.6200",".3500","07:48     ","06/11/2026 07:48:00","N","71220354",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57961159","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0ME","17060115","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","FGL         ","G3662E121   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","3.0097","100","Ne0LQ","300.9700","301.6200",".3500","08:01     ","06/11/2026 08:01:00","N","71221511",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57960995","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0LQ","17060099","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","FGL         ","G3662E121   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","2.8503","-100","Ne0UO","-285.0300","-284.3500",".3500","08:01     ","06/11/2026 08:01:00","N","71221599",".0100000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57963421","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0UO","17060342","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","FGL         ","G3662E121   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","3.2600","100","Ne0Yv","326.0000","326.6500",".3500","08:02     ","06/11/2026 08:02:00","N","71221623",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57963659","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Yv","17060365","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","FGL         ","G3662E121   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","3.7494","-100","Ne0Vw","-374.9400","-374.2600",".3500","08:03     ","06/11/2026 08:03:00","N","71222083",".0100000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57962621","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Vw","17060262","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","FGL         ","G3662E121   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","3.8997","100","Ne0Lr","389.9700","390.6200",".3500","08:03     ","06/11/2026 08:03:00","N","71222097",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57962649","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Lr","17060264","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","FGL         ","G3662E121   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","3.9697","100","Ne0Np","396.9700","397.6200",".3500","08:03     ","06/11/2026 08:03:00","N","71222009",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57963246","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Np","17060324","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","FGL         ","G3662E121   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","3.6303","-100","Ne0JI","-363.0300","-362.3500",".3500","08:03     ","06/11/2026 08:03:00","N","71221872",".0100000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57963330","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0JI","17060333","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","FGL         ","G3662E121   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","3.5400","-100","Ne0Nn","-354.0000","-353.3200",".3500","08:04     ","06/11/2026 08:04:00","N","71222206",".0100000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57963171","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Nn","17060317","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","13.5497","100","Ne0T1","1354.9700","1355.6200",".3500","08:38     ","06/11/2026 08:38:00","N","71224992",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57963146","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0T1","17060314","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","13.0003","-100","Ne0MM","-1300.0300","-1299.3300",".3500","08:40     ","06/11/2026 08:40:00","N","71225038",".0300000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57962850","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0MM","17060285","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","13.6703","-25","Ne0Sd","-341.7600","-341.4200",".2500","08:41     ","06/11/2026 08:41:00","N","71225095",".0100000000",".0000000000",".0000000000",".0800000000",".0000000000",".0000000000",".0000000000",".0000000000","57960679","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Sd","17060067","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","13.4000","100","Ne0LY","1340.0000","1340.6500",".3500","08:41     ","06/11/2026 08:41:00","N","71225054",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57961286","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0LY","17060128","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","13.8700","-38","Ne0LJ","-527.0600","-526.8600",".2500","08:42     ","06/11/2026 08:42:00","N","71225120",".0200000000",".0000000000",".0000000000",".0000000000","-.0800000000",".0000000000",".0100000000",".0000000000","57960652","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0LJ","17060065","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","13.8000","-37","Ne0LM","-510.6000","-510.3800",".2500","08:42     ","06/11/2026 08:42:00","N","71225131",".0200000000",".0000000000",".0000000000",".0000000000","-.0600000000",".0000000000",".0100000000",".0000000000","57960791","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0LM","17060079","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","16.6000","100","Ne0Se","1660.0000","1660.6500",".3500","08:55     ","06/11/2026 08:55:00","N","71225842",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57960733","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Se","17060073","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","16.9500","-25","Ne0Pb","-423.7500","-423.5400",".2500","08:57     ","06/11/2026 08:57:00","N","71226031",".0100000000",".0000000000",".0000000000",".0000000000","-.0500000000",".0000000000",".0000000000",".0000000000","57960700","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Pb","17060070","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","15.3703","-75","Ne0U9","-1152.7700","-1152.2500",".2600","08:57     ","06/11/2026 08:57:00","N","71226111",".0300000000",".0000000000",".0000000000",".2200000000",".0000000000",".0000000000",".0100000000",".0000000000","57961239","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0U9","17060123","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","16.3700","-100","Ndz4U","-1637.0000","-1636.7400",".3500","08:59     ","06/11/2026 08:59:00","N","71226204",".0400000000",".0000000000",".0000000000",".0000000000","-.1500000000",".0000000000",".0200000000",".0000000000","57963368","99","1","LF ","21 ","H "," ","       ",".0000000000","Ndz4U","17060336","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","15.7398","100","Ne01n","1573.9800","1574.5300",".3500","08:59     ","06/11/2026 08:59:00","N","71226159",".0000000000",".0000000000",".0000000000",".2300000000","-.0300000000",".0000000000",".0000000000",".0000000000","57963503","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne01n","17060350","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","17.3103","-100","Ne0T4","-1731.0300","-1730.3100",".3500","09:04     ","06/11/2026 09:04:00","N","71226463",".0400000000",".0000000000",".0000000000",".3100000000",".0000000000",".0000000000",".0200000000",".0000000000","57963328","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0T4","17060332","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","16.9997","100","Ne0XP","1699.9700","1700.6200",".3500","09:04     ","06/11/2026 09:04:00","N","71226438",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57963547","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0XP","17060354","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","17.5398","100","Ndz84","1753.9800","1754.6300",".3500","09:16     ","06/11/2026 09:16:00","N","71227038",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57962888","99","1","LF ","21 ","H "," ","       ",".0000000000","Ndz84","17060288","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","16.5601","-100","Ne0Lq","-1656.0100","-1655.3000",".3500","09:17     ","06/11/2026 09:17:00","N","71227069",".0400000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57962571","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Lq","17060257","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","EDHL        ","G32212113   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","16.9097","100","Ne0Pq","1690.9700","1691.6200",".3500","09:18     ","06/11/2026 09:18:00","N","71227088",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57962601","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Pq","17060260","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","EDHL        ","G32212113   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","17.2000","-100","Ndz82","-1720.0000","-1719.7400",".3500","09:19     ","06/11/2026 09:19:00","N","71227131",".0400000000",".0000000000",".0000000000",".0000000000","-.1500000000",".0000000000",".0200000000",".0000000000","57962761","99","1","LF ","21 ","H "," ","       ",".0000000000","Ndz82","17060276","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","VELO        ","92259N302   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","24.9675","100","Ne0Q5","2496.7500","2497.4000",".3500","09:31     ","06/11/2026 09:31:00","N","71227732",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57963698","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0Q5","17060369","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","VELO        ","92259N302   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","25.3600","-100","Ndz7w","-2536.0000","-2535.7200",".3500","09:32     ","06/11/2026 09:32:00","N","71227793",".0600000000",".0000000000",".0000000000",".0000000000","-.1500000000",".0000000000",".0200000000",".0000000000","57961508","99","1","LF ","21 ","H "," ","       ",".0000000000","Ndz7w","17060150","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","PPCB        ","74346N800   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","5.3500","100","Ne0LO","535.0000","535.6500",".3500","09:41     ","06/11/2026 09:41:00","N","71230098",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57960890","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0LO","17060089","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","PPCB        ","74346N800   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","5.8887","-100","Ne0JB","-588.8700","-588.1800",".3500","09:43     ","06/11/2026 09:43:00","N","71230508",".0200000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57961612","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0JB","17060161","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","B  ","PPCB        ","74346N800   ","USD","equity    ","Long Buy                                          ","06/11/2026","06/12/2026","06/11/2026","6.1450","100","NdzVK","614.5000","615.1500",".3500","09:44     ","06/11/2026 09:44:00","N","71230966",".0000000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0000000000",".0000000000","57960761","99","1","LF ","21 ","H "," ","       ",".0000000000","NdzVK","17060076","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
"TEST1234    ","2","S  ","PPCB        ","74346N800   ","USD","equity    ","Long Sell                                         ","06/11/2026","06/12/2026","06/11/2026","6.5100","-100","Ne0U4","-651.0000","-650.3100",".3500","09:45     ","06/11/2026 09:45:00","N","71231252",".0200000000",".0000000000",".0000000000",".3000000000",".0000000000",".0000000000",".0200000000",".0000000000","57960909","99","1","LF ","21 ","H "," ","       ",".0000000000","Ne0U4","17060090","FIX",".0000000000",".0000000000",".0000000000"," ","Trade"
